HGNC ID,gene_symbol,sf_id,family_name,subfamily_name,family_id
HGNC:18431,ACOT2,PTHR10824:SF16,ACYL-COENZYME A THIOESTERASE-RELATED,ACYL-COENZYME A THIOESTERASE 1-RELATED,PTHR10824
HGNC:19748,ACOT4,PTHR10824:SF6,ACYL-COENZYME A THIOESTERASE-RELATED,PEROXISOMAL SUCCINYL-COENZYME A THIOESTERASE,PTHR10824
HGNC:33159,ACOT6,PTHR10824:SF17,ACYL-COENZYME A THIOESTERASE-RELATED,ACYL-COENZYME A THIOESTERASE 6-RELATED,PTHR10824
HGNC:24157,ACOT7,PTHR11049:SF27,ACYL COENZYME A THIOESTER HYDROLASE,CYTOSOLIC ACYL COENZYME A THIOESTER HYDROLASE,PTHR11049
HGNC:15919,ACOT8,PTHR11066:SF34,ACYL-COA THIOESTERASE,ACYL-COENZYME A THIOESTERASE 8,PTHR11066
HGNC:17152,ACOT9,PTHR12655:SF0,ACYL-COA THIOESTERASE,"ACYL-COENZYME A THIOESTERASE 9, MITOCHONDRIAL",PTHR12655
HGNC:18156,ACOT11,PTHR11049:SF1,ACYL COENZYME A THIOESTER HYDROLASE,ACYL-COENZYME A THIOESTERASE 11,PTHR11049
HGNC:24436,ACOT12,PTHR11049:SF3,ACYL COENZYME A THIOESTER HYDROLASE,ACETYL-COENZYME A THIOESTERASE,PTHR11049
HGNC:20999,ACOT13,PTHR21660:SF1,THIOESTERASE SUPERFAMILY MEMBER-RELATED,ACYL-COENZYME A THIOESTERASE 13,PTHR21660
HGNC:119,ACOX1,PTHR10909:SF383,ELECTRON TRANSPORT OXIDOREDUCTASE,PEROXISOMAL ACYL-COENZYME A OXIDASE 1,PTHR10909
HGNC:120,ACOX2,PTHR10909:SF344,ELECTRON TRANSPORT OXIDOREDUCTASE,PEROXISOMAL ACYL-COENZYME A OXIDASE 2,PTHR10909
HGNC:121,ACOX3,PTHR10909:SF315,ELECTRON TRANSPORT OXIDOREDUCTASE,PEROXISOMAL ACYL-COENZYME A OXIDASE 3,PTHR10909
HGNC:25621,ACOXL,PTHR10909:SF352,ELECTRON TRANSPORT OXIDOREDUCTASE,ACYL-COENZYME A OXIDASE-LIKE PROTEIN,PTHR10909
HGNC:122,ACP1,PTHR11717:SF7,LOW MOLECULAR WEIGHT PROTEIN TYROSINE PHOSPHATASE,LOW MOLECULAR WEIGHT PHOSPHOTYROSINE PROTEIN PHOSPHATASE,PTHR11717
HGNC:123,ACP2,PTHR11567:SF180,ACID PHOSPHATASE-RELATED,LYSOSOMAL ACID PHOSPHATASE,PTHR11567
HGNC:125,ACP3,PTHR11567:SF32,ACID PHOSPHATASE-RELATED,PROSTATIC ACID PHOSPHATASE,PTHR11567
HGNC:14376,ACP4,PTHR11567:SF145,ACID PHOSPHATASE-RELATED,TESTICULAR ACID PHOSPHATASE,PTHR11567
HGNC:124,ACP5,PTHR10161:SF14,TARTRATE-RESISTANT ACID PHOSPHATASE TYPE 5,TARTRATE-RESISTANT ACID PHOSPHATASE TYPE 5,PTHR10161
HGNC:29609,ACP6,PTHR11567:SF110,ACID PHOSPHATASE-RELATED,LYSOPHOSPHATIDIC ACID PHOSPHATASE TYPE 6,PTHR11567
HGNC:126,ACR,PTHR24252:SF5,ACROSIN-RELATED,ACROSIN,PTHR24252
HGNC:17195,ACRBP,PTHR21362:SF1,ACROSIN-BINDING PROTEIN,ACROSIN-BINDING PROTEIN,PTHR21362
HGNC:29567,ACSBG1,PTHR24096:SF296,LONG-CHAIN-FATTY-ACID--COA LIGASE,LONG-CHAIN-FATTY-ACID--COA LIGASE ACSBG1,PTHR24096
HGNC:24174,ACSBG2,PTHR24096:SF260,LONG-CHAIN-FATTY-ACID--COA LIGASE,LONG-CHAIN-FATTY-ACID--COA LIGASE ACSBG2,PTHR24096
HGNC:26101,ACSF2,PTHR43201:SF9,ACYL-COA SYNTHETASE,"ACYL-COA SYNTHETASE FAMILY MEMBER 2, MITOCHONDRIAL",PTHR43201
HGNC:27288,ACSF3,PTHR24096:SF267,LONG-CHAIN-FATTY-ACID--COA LIGASE,"ACYL-COA SYNTHETASE FAMILY MEMBER 3, MITOCHONDRIAL",PTHR24096
HGNC:3569,ACSL1,PTHR43272:SF28,LONG-CHAIN-FATTY-ACID--COA LIGASE,LONG-CHAIN-FATTY-ACID--COA LIGASE 1,PTHR43272
HGNC:3570,ACSL3,PTHR43272:SF13,LONG-CHAIN-FATTY-ACID--COA LIGASE,LONG-CHAIN-FATTY-ACID--COA LIGASE 3,PTHR43272
HGNC:3571,ACSL4,PTHR43272:SF22,LONG-CHAIN-FATTY-ACID--COA LIGASE,LONG-CHAIN-FATTY-ACID--COA LIGASE 4,PTHR43272
HGNC:16526,ACSL5,PTHR43272:SF33,LONG-CHAIN-FATTY-ACID--COA LIGASE,LONG-CHAIN-FATTY-ACID--COA LIGASE 5,PTHR43272
HGNC:16496,ACSL6,PTHR43272:SF54,LONG-CHAIN-FATTY-ACID--COA LIGASE,LONG-CHAIN-FATTY-ACID--COA LIGASE 6,PTHR43272
HGNC:18049,ACSM1,PTHR43605:SF5,ACYL-COENZYME A SYNTHETASE,"ACYL-COENZYME A SYNTHETASE ACSM1, MITOCHONDRIAL",PTHR43605
HGNC:32017,ACSM2A,PTHR43605:SF14,ACYL-COENZYME A SYNTHETASE,"ACYL-COENZYME A SYNTHETASE ACSM2A, MITOCHONDRIAL",PTHR43605
HGNC:30931,ACSM2B,PTHR43605:SF3,ACYL-COENZYME A SYNTHETASE,"ACYL-COENZYME A SYNTHETASE ACSM2B, MITOCHONDRIAL",PTHR43605
HGNC:10522,ACSM3,PTHR43605:SF7,ACYL-COENZYME A SYNTHETASE,"ACYL-COENZYME A SYNTHETASE ACSM3, MITOCHONDRIAL",PTHR43605
HGNC:32016,ACSM4,PTHR43605:SF8,ACYL-COENZYME A SYNTHETASE,"ACYL-COENZYME A SYNTHETASE ACSM4, MITOCHONDRIAL",PTHR43605
HGNC:26060,ACSM5,PTHR43605:SF6,ACYL-COENZYME A SYNTHETASE,"ACYL-COENZYME A SYNTHETASE ACSM5, MITOCHONDRIAL",PTHR43605
HGNC:31665,ACSM6,PTHR43605:SF1,ACYL-COENZYME A SYNTHETASE,"ACYL-COENZYME A SYNTHETASE ACSM6, MITOCHONDRIAL",PTHR43605
HGNC:16091,ACSS1,PTHR24095:SF110,ACETYL-COENZYME A SYNTHETASE,"ACETYL-COENZYME A SYNTHETASE 2-LIKE, MITOCHONDRIAL",PTHR24095
HGNC:15814,ACSS2,PTHR24095:SF126,ACETYL-COENZYME A SYNTHETASE,"ACETYL-COENZYME A SYNTHETASE, CYTOPLASMIC",PTHR24095
HGNC:24723,ACSS3,PTHR43347:SF3,ACYL-COA SYNTHETASE,"ACYL-COA SYNTHETASE SHORT-CHAIN FAMILY MEMBER 3, MITOCHONDRIAL",PTHR43347
HGNC:129,ACTA1,PTHR11937:SF193,ACTIN,"ACTIN, ALPHA SKELETAL MUSCLE",PTHR11937
HGNC:130,ACTA2,PTHR11937:SF201,ACTIN,"ACTIN, AORTIC SMOOTH MUSCLE",PTHR11937
HGNC:132,ACTB,PTHR11937:SF192,ACTIN,"ACTIN, CYTOPLASMIC 1",PTHR11937
HGNC:17780,ACTBL2,PTHR11937:SF168,ACTIN,BETA-ACTIN-LIKE PROTEIN 2,PTHR11937
HGNC:143,ACTC1,PTHR11937:SF176,ACTIN,"ACTIN, ALPHA CARDIAC MUSCLE 1",PTHR11937
HGNC:144,ACTG1,PTHR11937:SF414,ACTIN,"ACTIN, CYTOPLASMIC 2",PTHR11937
HGNC:145,ACTG2,PTHR11937:SF445,ACTIN,"ACTIN, GAMMA-ENTERIC SMOOTH MUSCLE",PTHR11937
HGNC:24124,ACTL6A,PTHR11937:SF487,ACTIN,ACTIN-LIKE PROTEIN 6A,PTHR11937
HGNC:160,ACTL6B,PTHR11937:SF196,ACTIN,ACTIN-LIKE PROTEIN 6B,PTHR11937
HGNC:161,ACTL7A,PTHR11937:SF167,ACTIN,ACTIN-LIKE PROTEIN 7A,PTHR11937
HGNC:162,ACTL7B,PTHR11937:SF59,ACTIN,ACTIN-LIKE PROTEIN 7B,PTHR11937
HGNC:24018,ACTL8,PTHR11937:SF208,ACTIN,ACTIN-LIKE PROTEIN 8,PTHR11937
HGNC:28494,ACTL9,PTHR11937:SF194,ACTIN,ACTIN-LIKE PROTEIN 9,PTHR11937
HGNC:16127,ACTL10,PTHR11937:SF183,ACTIN,ACTIN-LIKE PROTEIN 10,PTHR11937
HGNC:163,ACTN1,PTHR11915:SF434,SPECTRIN/FILAMIN RELATED CYTOSKELETAL PROTEIN,ALPHA-ACTININ-1,PTHR11915
HGNC:164,ACTN2,PTHR11915:SF429,SPECTRIN/FILAMIN RELATED CYTOSKELETAL PROTEIN,ALPHA-ACTININ-2,PTHR11915
HGNC:165,ACTN3,PTHR11915:SF432,SPECTRIN/FILAMIN RELATED CYTOSKELETAL PROTEIN,ALPHA-ACTININ-3,PTHR11915
HGNC:166,ACTN4,PTHR11915:SF425,SPECTRIN/FILAMIN RELATED CYTOSKELETAL PROTEIN,ALPHA-ACTININ-4,PTHR11915
HGNC:167,ACTR1A,PTHR11937:SF370,ACTIN,ALPHA-CENTRACTIN,PTHR11937
HGNC:168,ACTR1B,PTHR11937:SF195,ACTIN,BETA-CENTRACTIN,PTHR11937
HGNC:169,ACTR2,PTHR11937:SF409,ACTIN,ACTIN-RELATED PROTEIN 2,PTHR11937
HGNC:170,ACTR3,PTHR11937:SF175,ACTIN,ACTIN-RELATED PROTEIN 3,PTHR11937
HGNC:17256,ACTR3B,PTHR11937:SF480,ACTIN,ACTIN-RELATED PROTEIN 3B,PTHR11937
HGNC:37282,ACTR3C,PTHR11937:SF481,ACTIN,ACTIN-RELATED PROTEIN 3C,PTHR11937
HGNC:14671,ACTR5,PTHR11937:SF16,ACTIN,ACTIN-RELATED PROTEIN 5,PTHR11937
HGNC:24025,ACTR6,PTHR11937:SF47,ACTIN,ACTIN-RELATED PROTEIN 6,PTHR11937
HGNC:14672,ACTR8,PTHR11937:SF13,ACTIN,ACTIN-RELATED PROTEIN 8,PTHR11937
HGNC:17372,ACTR10,PTHR11937:SF14,ACTIN,ACTIN-RELATED PROTEIN 10,PTHR11937
HGNC:24027,ACTRT1,PTHR11937:SF153,ACTIN,ACTIN-RELATED PROTEIN T1,PTHR11937
HGNC:24026,ACTRT2,PTHR11937:SF38,ACTIN,ACTIN-RELATED PROTEIN T2,PTHR11937
HGNC:24022,ACTRT3,PTHR11937:SF159,ACTIN,ACTIN-RELATED PROTEIN T3,PTHR11937
HGNC:171,ACVR1,PTHR23255:SF69,TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II,ACTIVIN RECEPTOR TYPE-1,PTHR23255
HGNC:172,ACVR1B,PTHR23255:SF22,TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II,ACTIVIN RECEPTOR TYPE-1B,PTHR23255
HGNC:18123,ACVR1C,PTHR23255:SF58,TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II,ACTIVIN RECEPTOR TYPE-1C,PTHR23255
HGNC:173,ACVR2A,PTHR23255:SF64,TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II,ACTIVIN RECEPTOR TYPE-2A,PTHR23255
HGNC:174,ACVR2B,PTHR23255:SF70,TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II,ACTIVIN RECEPTOR TYPE-2B,PTHR23255
HGNC:175,ACVRL1,PTHR23255:SF66,TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II,SERINE/THREONINE-PROTEIN KINASE RECEPTOR R3,PTHR23255
HGNC:177,ACY1,PTHR45892:SF1,AMINOACYLASE-1,AMINOACYLASE-1,PTHR45892
HGNC:24104,ACY3,PTHR15162:SF5,ASPARTOACYLASE,N-ACYL-AROMATIC-L-AMINO ACID AMIDOHYDROLASE (CARBOXYLATE-FORMING),PTHR15162
HGNC:179,ACYP1,PTHR10029:SF3,ACYLPHOSPHATASE,ACYLPHOSPHATASE-1,PTHR10029
HGNC:180,ACYP2,PTHR10029:SF20,ACYLPHOSPHATASE,ACYLPHOSPHATASE-2,PTHR10029
HGNC:186,ADA,PTHR11409:SF43,ADENOSINE DEAMINASE,ADENOSINE DEAMINASE,PTHR11409
HGNC:1839,ADA2,PTHR11409:SF39,ADENOSINE DEAMINASE,ADENOSINE DEAMINASE 2,PTHR11409
HGNC:30713,ADAD1,PTHR10910:SF103,EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN,ADENOSINE DEAMINASE DOMAIN-CONTAINING PROTEIN 1,PTHR10910
HGNC:30714,ADAD2,PTHR10910:SF106,EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN,ADENOSINE DEAMINASE DOMAIN-CONTAINING PROTEIN 2,PTHR10910
HGNC:31853,ADAL,PTHR11409:SF42,ADENOSINE DEAMINASE,ADENOSINE DEAMINASE-LIKE PROTEIN,PTHR11409
HGNC:198,ADAM2,PTHR11905:SF108,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 2,PTHR11905
HGNC:212,ADAM5,PTHR11905:SF28,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 5-RELATED,PTHR11905
HGNC:214,ADAM7,PTHR11905:SF21,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 7,PTHR11905
HGNC:215,ADAM8,PTHR11905:SF20,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 8,PTHR11905
HGNC:216,ADAM9,PTHR11905:SF136,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 9,PTHR11905
HGNC:188,ADAM10,PTHR45702:SF4,ADAM10/ADAM17 METALLOPEPTIDASE FAMILY MEMBER,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 10,PTHR45702
HGNC:189,ADAM11,PTHR11905:SF114,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 11,PTHR11905
HGNC:190,ADAM12,PTHR11905:SF112,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 12,PTHR11905
HGNC:193,ADAM15,PTHR11905:SF130,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 15,PTHR11905
HGNC:195,ADAM17,PTHR45702:SF6,ADAM10/ADAM17 METALLOPEPTIDASE FAMILY MEMBER,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 17,PTHR45702
HGNC:196,ADAM18,PTHR11905:SF158,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 18,PTHR11905
HGNC:197,ADAM19,PTHR11905:SF19,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 19,PTHR11905
HGNC:199,ADAM20,PTHR11905:SF232,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 20,PTHR11905
HGNC:200,ADAM21,PTHR11905:SF116,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 21,PTHR11905
HGNC:201,ADAM22,PTHR11905:SF14,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 22,PTHR11905
HGNC:202,ADAM23,PTHR11905:SF13,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 23,PTHR11905
HGNC:206,ADAM28,PTHR11905:SF32,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 28,PTHR11905
HGNC:207,ADAM29,PTHR11905:SF34,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 29,PTHR11905
HGNC:208,ADAM30,PTHR11905:SF148,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 30,PTHR11905
HGNC:15479,ADAM32,PTHR11905:SF24,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 32,PTHR11905
HGNC:15478,ADAM33,PTHR11905:SF38,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 33,PTHR11905
HGNC:16299,ADAMDEC1,PTHR11905:SF125,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,ADAM DEC1,PTHR11905
HGNC:217,ADAMTS1,PTHR13723:SF40,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 1,PTHR13723
HGNC:218,ADAMTS2,PTHR13723:SF141,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 2,PTHR13723
HGNC:219,ADAMTS3,PTHR13723:SF158,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 3,PTHR13723
HGNC:220,ADAMTS4,PTHR13723:SF38,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 4,PTHR13723
HGNC:221,ADAMTS5,PTHR13723:SF37,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 5,PTHR13723
HGNC:222,ADAMTS6,PTHR13723:SF27,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 6,PTHR13723
HGNC:223,ADAMTS7,PTHR13723:SF142,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 7,PTHR13723
HGNC:224,ADAMTS8,PTHR13723:SF41,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 8,PTHR13723
HGNC:13202,ADAMTS9,PTHR13723:SF33,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 9,PTHR13723
HGNC:13201,ADAMTS10,PTHR13723:SF26,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 10,PTHR13723
HGNC:14605,ADAMTS12,PTHR13723:SF189,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 12,PTHR13723
HGNC:1366,ADAMTS13,PTHR13723:SF20,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 13,PTHR13723
HGNC:14899,ADAMTS14,PTHR13723:SF24,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 14,PTHR13723
HGNC:16305,ADAMTS15,PTHR13723:SF39,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 15,PTHR13723
HGNC:17108,ADAMTS16,PTHR13723:SF140,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 16,PTHR13723
HGNC:17109,ADAMTS17,PTHR13723:SF151,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 17,PTHR13723
HGNC:17110,ADAMTS18,PTHR13723:SF167,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 18,PTHR13723
HGNC:17111,ADAMTS19,PTHR13723:SF197,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 19,PTHR13723
HGNC:17178,ADAMTS20,PTHR13723:SF165,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 20,PTHR13723
HGNC:14632,ADAMTSL1,PTHR13723:SF157,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,ADAMTS-LIKE PROTEIN 1,PTHR13723
HGNC:14631,ADAMTSL2,PTHR13723:SF147,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,ADAMTS-LIKE PROTEIN 2,PTHR13723
HGNC:14633,ADAMTSL3,PTHR13723:SF169,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,ADAMTS-LIKE PROTEIN 3,PTHR13723
HGNC:19706,ADAMTSL4,PTHR13723:SF144,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,ADAMTS-LIKE PROTEIN 4,PTHR13723
HGNC:27912,ADAMTSL5,PTHR13723:SF173,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,ADAMTS-LIKE PROTEIN 5,PTHR13723
HGNC:16486,ADAP1,PTHR46021:SF5,ARF-GAP WITH DUAL PH DOMAIN-CONTAINING PROTEIN 1-LIKE PROTEIN,ARF-GAP WITH DUAL PH DOMAIN-CONTAINING PROTEIN 1,PTHR46021
HGNC:16487,ADAP2,PTHR46021:SF6,ARF-GAP WITH DUAL PH DOMAIN-CONTAINING PROTEIN 1-LIKE PROTEIN,ARF-GAP WITH DUAL PH DOMAIN-CONTAINING PROTEIN 2,PTHR46021
HGNC:225,ADAR,PTHR10910:SF107,EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN,DOUBLE-STRANDED RNA-SPECIFIC ADENOSINE DEAMINASE,PTHR10910
HGNC:226,ADARB1,PTHR10910:SF58,EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN,DOUBLE-STRANDED RNA-SPECIFIC EDITASE 1,PTHR10910
HGNC:227,ADARB2,PTHR10910:SF17,EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN,DOUBLE-STRANDED RNA-SPECIFIC EDITASE B2,PTHR10910
HGNC:228,ADAT1,PTHR46516:SF1,TRNA-SPECIFIC ADENOSINE DEAMINASE 1,TRNA-SPECIFIC ADENOSINE DEAMINASE 1,PTHR46516
HGNC:21172,ADAT2,PTHR11079:SF149,CYTOSINE DEAMINASE FAMILY MEMBER,TRNA-SPECIFIC ADENOSINE DEAMINASE 2,PTHR11079
HGNC:25151,ADAT3,PTHR11079:SF156,CYTOSINE DEAMINASE FAMILY MEMBER,INACTIVE TRNA-SPECIFIC ADENOSINE DEAMINASE-LIKE PROTEIN 3-RELATED,PTHR11079
HGNC:19038,ADCK1,PTHR43173:SF28,ABC1 FAMILY PROTEIN,AARF DOMAIN CONTAINING KINASE 1 (PREDICTED),PTHR43173
HGNC:19039,ADCK2,PTHR45890:SF1,AARF DOMAIN CONTAINING KINASE 2 (PREDICTED),AARF DOMAIN CONTAINING KINASE 2 (PREDICTED),PTHR45890
HGNC:21738,ADCK5,PTHR43173:SF27,ABC1 FAMILY PROTEIN,AARF DOMAIN-CONTAINING KINASE 5,PTHR43173
HGNC:232,ADCY1,PTHR45627:SF12,ADENYLATE CYCLASE TYPE 1,ADENYLATE CYCLASE TYPE 1,PTHR45627
HGNC:233,ADCY2,PTHR45627:SF6,ADENYLATE CYCLASE TYPE 1,ADENYLATE CYCLASE TYPE 2,PTHR45627
HGNC:234,ADCY3,PTHR45627:SF13,ADENYLATE CYCLASE TYPE 1,ADENYLATE CYCLASE TYPE 3,PTHR45627
HGNC:235,ADCY4,PTHR45627:SF10,ADENYLATE CYCLASE TYPE 1,ADENYLATE CYCLASE TYPE 4,PTHR45627
HGNC:236,ADCY5,PTHR45627:SF7,ADENYLATE CYCLASE TYPE 1,ADENYLATE CYCLASE TYPE 5,PTHR45627
HGNC:237,ADCY6,PTHR45627:SF11,ADENYLATE CYCLASE TYPE 1,ADENYLATE CYCLASE TYPE 6,PTHR45627
HGNC:238,ADCY7,PTHR45627:SF9,ADENYLATE CYCLASE TYPE 1,ADENYLATE CYCLASE TYPE 7,PTHR45627
HGNC:239,ADCY8,PTHR45627:SF1,ADENYLATE CYCLASE TYPE 1,ADENYLATE CYCLASE TYPE 8,PTHR45627
HGNC:240,ADCY9,PTHR45627:SF8,ADENYLATE CYCLASE TYPE 1,ADENYLATE CYCLASE TYPE 9,PTHR45627
HGNC:21285,ADCY10,PTHR16305:SF28,TESTICULAR SOLUBLE ADENYLYL CYCLASE,ADENYLATE CYCLASE TYPE 10,PTHR16305
HGNC:241,ADCYAP1,PTHR11213:SF1,GLUCAGON-FAMILY NEUROPEPTIDE,PITUITARY ADENYLATE CYCLASE-ACTIVATING POLYPEPTIDE,PTHR11213
